Transaction_ID,Store_ID,Timestamp,Amount,Rounded_Value,Difference
1321,S1,2026-01-01 22:00:00,75.01,75.0,-0.010000000000005116
1322,S8,2026-01-01 22:01:00,197.97,198.0,0.030000000000001137
1323,S3,2026-01-01 22:02:00,47.34,48.0,0.6599999999999966
1324,S2,2026-01-01 22:03:00,121.48,121.0,-0.480000000000004
1325,S3,2026-01-01 22:04:00,170.16,171.0,0.8400000000000034
1326,S5,2026-01-01 22:05:00,121.45,121.0,-0.45000000000000284
1327,S8,2026-01-01 22:06:00,80.73,81.0,0.269999999999996
1328,S10,2026-01-01 22:07:00,25.24,25.0,-0.23999999999999844
1329,S7,2026-01-01 22:08:00,78.72,79.0,0.28000000000000114
1330,S7,2026-01-01 22:09:00,44.59,45.0,0.4099999999999966
1331,S7,2026-01-01 22:10:00,192.56,193.0,0.4399999999999977
1332,S8,2026-01-01 22:11:00,145.86,146.0,0.13999999999998636
1333,S1,2026-01-01 22:12:00,152.38,152.0,-0.37999999999999545
1334,S4,2026-01-01 22:13:00,92.83,93.0,0.1700000000000017
1335,S6,2026-01-01 22:14:00,30.89,31.0,0.10999999999999943
1336,S9,2026-01-01 22:15:00,60.68,61.0,0.3200000000000003
1337,S2,2026-01-01 22:16:00,59.35,59.0,-0.3500000000000014
1338,S1,2026-01-01 22:17:00,102.49,102.0,-0.4899999999999949
1339,S10,2026-01-01 22:18:00,97.59,98.0,0.4099999999999966
1340,S2,2026-01-01 22:19:00,92.35,92.0,-0.3499999999999943
1341,S7,2026-01-01 22:20:00,104.24,105.0,0.7600000000000051
1342,S3,2026-01-01 22:21:00,197.53,198.0,0.46999999999999886
1343,S10,2026-01-01 22:22:00,66.69,67.0,0.3100000000000023
1344,S2,2026-01-01 22:23:00,126.9,127.0,0.09999999999999432
1345,S7,2026-01-01 22:24:00,55.51,56.0,0.490000000000002
1346,S2,2026-01-01 22:25:00,98.66,99.0,0.3400000000000034
1347,S3,2026-01-01 22:26:00,48.01,49.0,0.990000000000002
1348,S7,2026-01-01 22:27:00,116.06,117.0,0.9399999999999977
1349,S4,2026-01-01 22:28:00,60.35,60.0,-0.3500000000000014
1350,S1,2026-01-01 22:29:00,16.99,17.0,0.010000000000001563
1351,S5,2026-01-01 22:30:00,164.9,165.0,0.09999999999999432
1352,S9,2026-01-01 22:31:00,34.37,34.0,-0.36999999999999744
1353,S8,2026-01-01 22:32:00,79.93,80.0,0.06999999999999318
1354,S9,2026-01-01 22:33:00,100.66,101.0,0.3400000000000034
1355,S10,2026-01-01 22:34:00,92.17,92.0,-0.1700000000000017
1356,S9,2026-01-01 22:35:00,147.88,148.0,0.12000000000000455
1357,S7,2026-01-01 22:36:00,123.39,124.0,0.6099999999999994
1358,S4,2026-01-01 22:37:00,66.12,66.0,-0.12000000000000455
1359,S5,2026-01-01 22:38:00,19.82,20.0,0.17999999999999972
1360,S1,2026-01-01 22:39:00,155.84,156.0,0.1599999999999966
1361,S1,2026-01-01 22:40:00,76.98,77.0,0.01999999999999602
1362,S3,2026-01-01 22:41:00,179.05,180.0,0.9499999999999886
1363,S8,2026-01-01 22:42:00,85.06,85.0,-0.060000000000002274
1364,S2,2026-01-01 22:43:00,146.36,146.0,-0.36000000000001364
1365,S4,2026-01-01 22:44:00,188.52,189.0,0.47999999999998977
1366,S2,2026-01-01 22:45:00,133.72,134.0,0.28000000000000114
1367,S5,2026-01-01 22:46:00,88.56,89.0,0.4399999999999977
1368,S9,2026-01-01 22:47:00,117.81,118.0,0.18999999999999773
1369,S1,2026-01-01 22:48:00,113.25,113.0,-0.25
1370,S5,2026-01-01 22:49:00,121.12,121.0,-0.12000000000000455
1371,S9,2026-01-01 22:50:00,37.9,38.0,0.10000000000000142
1372,S1,2026-01-01 22:51:00,142.72,143.0,0.28000000000000114
1373,S9,2026-01-01 22:52:00,37.56,38.0,0.4399999999999977
1374,S8,2026-01-01 22:53:00,12.78,13.0,0.22000000000000064
1375,S4,2026-01-01 22:54:00,128.71,129.0,0.28999999999999204
1376,S10,2026-01-01 22:55:00,32.21,32.0,-0.21000000000000085
1377,S5,2026-01-01 22:56:00,156.38,156.0,-0.37999999999999545
1378,S5,2026-01-01 22:57:00,174.53,175.0,0.46999999999999886
1379,S6,2026-01-01 22:58:00,189.5,190.0,0.5
1380,S7,2026-01-01 22:59:00,136.25,137.0,0.75
1381,S8,2026-01-01 23:00:00,101.58,102.0,0.4200000000000017
1382,S8,2026-01-01 23:01:00,76.93,77.0,0.06999999999999318
1383,S2,2026-01-01 23:02:00,103.28,103.0,-0.28000000000000114
1384,S9,2026-01-01 23:03:00,46.17,46.0,-0.1700000000000017
1385,S7,2026-01-01 23:04:00,76.2,77.0,0.7999999999999972
1386,S4,2026-01-01 23:05:00,146.41,146.0,-0.4099999999999966
1387,S4,2026-01-01 23:06:00,51.31,51.0,-0.3100000000000023
1388,S8,2026-01-01 23:07:00,60.17,60.0,-0.1700000000000017
1389,S4,2026-01-01 23:08:00,152.37,152.0,-0.37000000000000455
1390,S6,2026-01-01 23:09:00,43.79,44.0,0.21000000000000085
1391,S5,2026-01-01 23:10:00,56.72,57.0,0.28000000000000114
1392,S3,2026-01-01 23:11:00,13.33,14.0,0.6699999999999999
1393,S10,2026-01-01 23:12:00,146.81,147.0,0.18999999999999773
1394,S2,2026-01-01 23:13:00,127.4,127.0,-0.4000000000000057
1395,S9,2026-01-01 23:14:00,141.93,142.0,0.06999999999999318
1396,S10,2026-01-01 23:15:00,50.72,51.0,0.28000000000000114
1397,S9,2026-01-01 23:16:00,140.6,141.0,0.4000000000000057
1398,S1,2026-01-01 23:17:00,123.31,123.0,-0.3100000000000023
1399,S10,2026-01-01 23:18:00,79.56,80.0,0.4399999999999977
1400,S3,2026-01-01 23:19:00,93.19,94.0,0.8100000000000023
1401,S8,2026-01-01 23:20:00,117.9,118.0,0.09999999999999432
1402,S6,2026-01-01 23:21:00,103.73,104.0,0.269999999999996
1403,S5,2026-01-01 23:22:00,131.95,132.0,0.05000000000001137
1404,S5,2026-01-01 23:23:00,44.39,44.0,-0.39000000000000057
1405,S6,2026-01-01 23:24:00,112.73,113.0,0.269999999999996
1406,S7,2026-01-01 23:25:00,95.55,96.0,0.45000000000000284
1407,S1,2026-01-01 23:26:00,97.59,98.0,0.4099999999999966
1408,S9,2026-01-01 23:27:00,99.18,99.0,-0.18000000000000682
1409,S3,2026-01-01 23:28:00,177.48,178.0,0.5200000000000102
1410,S4,2026-01-01 23:29:00,165.54,166.0,0.46000000000000796
1411,S10,2026-01-01 23:30:00,129.62,130.0,0.37999999999999545
1412,S1,2026-01-01 23:31:00,146.13,146.0,-0.12999999999999545
1413,S10,2026-01-01 23:32:00,18.13,18.0,-0.129999999999999
1414,S3,2026-01-01 23:33:00,151.36,152.0,0.6399999999999864
1415,S2,2026-01-01 23:34:00,102.37,102.0,-0.37000000000000455
1416,S2,2026-01-01 23:35:00,70.37,70.0,-0.37000000000000455
1417,S1,2026-01-01 23:36:00,36.56,37.0,0.4399999999999977
1418,S8,2026-01-01 23:37:00,24.29,24.0,-0.28999999999999915
1419,S3,2026-01-01 23:38:00,18.53,19.0,0.46999999999999886
1420,S3,2026-01-01 23:39:00,40.74,41.0,0.259999999999998
1421,S6,2026-01-01 23:40:00,15.73,16.0,0.2699999999999996
1422,S8,2026-01-01 23:41:00,149.2,149.0,-0.19999999999998863
1423,S9,2026-01-01 23:42:00,57.24,57.0,-0.240000000000002
1424,S9,2026-01-01 23:43:00,80.06,80.0,-0.060000000000002274
1425,S4,2026-01-01 23:44:00,166.32,166.0,-0.3199999999999932
1426,S5,2026-01-01 23:45:00,31.78,32.0,0.21999999999999886
1427,S2,2026-01-01 23:46:00,168.76,169.0,0.2400000000000091
1428,S9,2026-01-01 23:47:00,131.51,132.0,0.4900000000000091
1429,S8,2026-01-01 23:48:00,74.99,75.0,0.010000000000005116
1430,S3,2026-01-01 23:49:00,32.38,33.0,0.6199999999999974
1431,S9,2026-01-01 23:50:00,27.38,27.0,-0.379999999999999
1432,S3,2026-01-01 23:51:00,73.75,74.0,0.25
1433,S9,2026-01-01 23:52:00,36.66,37.0,0.3400000000000034
1434,S2,2026-01-01 23:53:00,60.86,61.0,0.14000000000000057
1435,S10,2026-01-01 23:54:00,20.06,20.0,-0.05999999999999872
1436,S9,2026-01-01 23:55:00,123.05,123.0,-0.04999999999999716
1437,S8,2026-01-01 23:56:00,37.6,38.0,0.3999999999999986
1438,S9,2026-01-01 23:57:00,153.78,154.0,0.21999999999999886
1439,S5,2026-01-01 23:58:00,51.45,51.0,-0.45000000000000284
1440,S2,2026-01-01 23:59:00,161.62,162.0,0.37999999999999545
1441,S8,2026-01-02 00:00:00,46.08,46.0,-0.0799999999999983
1442,S6,2026-01-02 00:01:00,147.06,147.0,-0.060000000000002274
1443,S8,2026-01-02 00:02:00,73.28,73.0,-0.28000000000000114
1444,S5,2026-01-02 00:03:00,120.79,121.0,0.20999999999999375
1445,S10,2026-01-02 00:04:00,17.35,17.0,-0.3500000000000014
1446,S2,2026-01-02 00:05:00,104.1,104.0,-0.09999999999999432
1447,S6,2026-01-02 00:06:00,38.25,38.0,-0.25
1448,S5,2026-01-02 00:07:00,102.4,102.0,-0.4000000000000057
1449,S5,2026-01-02 00:08:00,36.86,37.0,0.14000000000000057
1450,S1,2026-01-02 00:09:00,93.05,93.0,-0.04999999999999716
1451,S2,2026-01-02 00:10:00,31.02,31.0,-0.019999999999999574
1452,S8,2026-01-02 00:11:00,51.79,52.0,0.21000000000000085
1453,S3,2026-01-02 00:12:00,123.06,124.0,0.9399999999999977
1454,S10,2026-01-02 00:13:00,195.57,196.0,0.4300000000000068
1455,S3,2026-01-02 00:14:00,95.35,96.0,0.6500000000000057
1456,S8,2026-01-02 00:15:00,140.56,141.0,0.4399999999999977
1457,S8,2026-01-02 00:16:00,112.49,112.0,-0.4899999999999949
1458,S2,2026-01-02 00:17:00,104.69,105.0,0.3100000000000023
1459,S8,2026-01-02 00:18:00,22.29,22.0,-0.28999999999999915
1460,S1,2026-01-02 00:19:00,37.42,37.0,-0.4200000000000017
1461,S6,2026-01-02 00:20:00,177.78,178.0,0.21999999999999886
1462,S8,2026-01-02 00:21:00,87.93,88.0,0.06999999999999318
1463,S3,2026-01-02 00:22:00,126.72,127.0,0.28000000000000114
1464,S8,2026-01-02 00:23:00,110.36,110.0,-0.35999999999999943
1465,S1,2026-01-02 00:24:00,81.99,82.0,0.010000000000005116
1466,S9,2026-01-02 00:25:00,83.69,84.0,0.3100000000000023
1467,S9,2026-01-02 00:26:00,115.54,116.0,0.45999999999999375
1468,S5,2026-01-02 00:27:00,36.82,37.0,0.17999999999999972
1469,S10,2026-01-02 00:28:00,83.58,84.0,0.4200000000000017
1470,S4,2026-01-02 00:29:00,94.93,95.0,0.06999999999999318
1471,S6,2026-01-02 00:30:00,197.17,197.0,-0.1699999999999875
1472,S7,2026-01-02 00:31:00,76.78,77.0,0.21999999999999886
1473,S5,2026-01-02 00:32:00,132.47,132.0,-0.46999999999999886
1474,S10,2026-01-02 00:33:00,36.11,36.0,-0.10999999999999943
1475,S9,2026-01-02 00:34:00,22.44,22.0,-0.4400000000000013
1476,S3,2026-01-02 00:35:00,175.59,176.0,0.4099999999999966
1477,S7,2026-01-02 00:36:00,148.84,149.0,0.1599999999999966
1478,S10,2026-01-02 00:37:00,70.32,70.0,-0.3199999999999932
1479,S10,2026-01-02 00:38:00,105.87,106.0,0.12999999999999545
1480,S5,2026-01-02 00:39:00,35.79,36.0,0.21000000000000085
1481,S7,2026-01-02 00:40:00,144.36,145.0,0.6399999999999864
1482,S2,2026-01-02 00:41:00,23.36,23.0,-0.35999999999999943
1483,S4,2026-01-02 00:42:00,153.84,154.0,0.1599999999999966
1484,S2,2026-01-02 00:43:00,113.9,114.0,0.09999999999999432
1485,S7,2026-01-02 00:44:00,62.98,63.0,0.020000000000003126
1486,S2,2026-01-02 00:45:00,173.89,174.0,0.11000000000001364
1487,S1,2026-01-02 00:46:00,197.35,197.0,-0.3499999999999943
1488,S9,2026-01-02 00:47:00,58.33,58.0,-0.3299999999999983
1489,S1,2026-01-02 00:48:00,163.19,163.0,-0.18999999999999773
1490,S8,2026-01-02 00:49:00,152.53,153.0,0.46999999999999886
1491,S2,2026-01-02 00:50:00,151.97,152.0,0.030000000000001137
1492,S8,2026-01-02 00:51:00,191.87,192.0,0.12999999999999545
1493,S3,2026-01-02 00:52:00,102.46,103.0,0.5400000000000063
1494,S6,2026-01-02 00:53:00,138.09,138.0,-0.09000000000000341
1495,S3,2026-01-02 00:54:00,166.54,167.0,0.46000000000000796
1496,S7,2026-01-02 00:55:00,101.11,102.0,0.8900000000000006
1497,S10,2026-01-02 00:56:00,101.47,101.0,-0.46999999999999886
1498,S9,2026-01-02 00:57:00,70.54,71.0,0.45999999999999375
1499,S2,2026-01-02 00:58:00,158.36,158.0,-0.36000000000001364
1500,S5,2026-01-02 00:59:00,140.38,140.0,-0.37999999999999545
1501,S6,2026-01-02 01:00:00,95.72,96.0,0.28000000000000114
1502,S4,2026-01-02 01:01:00,89.67,90.0,0.3299999999999983
1503,S4,2026-01-02 01:02:00,23.79,24.0,0.21000000000000085
1504,S4,2026-01-02 01:03:00,11.24,11.0,-0.2400000000000002
1505,S2,2026-01-02 01:04:00,110.49,110.0,-0.4899999999999949
1506,S4,2026-01-02 01:05:00,89.32,89.0,-0.3199999999999932
1507,S1,2026-01-02 01:06:00,161.25,161.0,-0.25
1508,S6,2026-01-02 01:07:00,113.1,113.0,-0.09999999999999432
1509,S1,2026-01-02 01:08:00,187.97,188.0,0.030000000000001137
1510,S10,2026-01-02 01:09:00,47.27,47.0,-0.2700000000000031
1511,S6,2026-01-02 01:10:00,198.13,198.0,-0.12999999999999545
1512,S1,2026-01-02 01:11:00,66.6,67.0,0.4000000000000057
1513,S6,2026-01-02 01:12:00,132.06,132.0,-0.060000000000002274
1514,S10,2026-01-02 01:13:00,105.35,105.0,-0.3499999999999943
1515,S8,2026-01-02 01:14:00,78.32,78.0,-0.3199999999999932
1516,S2,2026-01-02 01:15:00,36.47,36.0,-0.46999999999999886
1517,S2,2026-01-02 01:16:00,35.62,36.0,0.38000000000000256
1518,S4,2026-01-02 01:17:00,145.19,145.0,-0.18999999999999773
1519,S3,2026-01-02 01:18:00,81.75,82.0,0.25
1520,S4,2026-01-02 01:19:00,192.65,193.0,0.3499999999999943
1521,S7,2026-01-02 01:20:00,71.87,72.0,0.12999999999999545
1522,S1,2026-01-02 01:21:00,196.87,197.0,0.12999999999999545
1523,S6,2026-01-02 01:22:00,49.03,49.0,-0.030000000000001137
1524,S3,2026-01-02 01:23:00,29.53,30.0,0.46999999999999886
1525,S10,2026-01-02 01:24:00,69.39,69.0,-0.39000000000000057
1526,S7,2026-01-02 01:25:00,178.26,179.0,0.7400000000000091
1527,S10,2026-01-02 01:26:00,109.15,109.0,-0.15000000000000568
1528,S2,2026-01-02 01:27:00,35.77,36.0,0.22999999999999687
1529,S2,2026-01-02 01:28:00,48.47,48.0,-0.46999999999999886
1530,S4,2026-01-02 01:29:00,69.14,69.0,-0.14000000000000057
1531,S1,2026-01-02 01:30:00,122.13,122.0,-0.12999999999999545
1532,S3,2026-01-02 01:31:00,73.15,74.0,0.8499999999999943
1533,S9,2026-01-02 01:32:00,151.94,152.0,0.060000000000002274
1534,S7,2026-01-02 01:33:00,127.1,128.0,0.9000000000000057
1535,S7,2026-01-02 01:34:00,176.03,177.0,0.9699999999999989
1536,S4,2026-01-02 01:35:00,105.18,105.0,-0.18000000000000682
1537,S2,2026-01-02 01:36:00,72.92,73.0,0.0799999999999983
1538,S4,2026-01-02 01:37:00,199.29,199.0,-0.28999999999999204
1539,S6,2026-01-02 01:38:00,77.57,78.0,0.4300000000000068
1540,S3,2026-01-02 01:39:00,91.43,92.0,0.5699999999999932
1541,S1,2026-01-02 01:40:00,163.73,164.0,0.27000000000001023
1542,S8,2026-01-02 01:41:00,26.84,27.0,0.16000000000000014
1543,S5,2026-01-02 01:42:00,83.43,83.0,-0.4300000000000068
1544,S5,2026-01-02 01:43:00,26.28,26.0,-0.28000000000000114
1545,S4,2026-01-02 01:44:00,36.47,36.0,-0.46999999999999886
1546,S6,2026-01-02 01:45:00,10.88,11.0,0.11999999999999922
1547,S3,2026-01-02 01:46:00,11.81,12.0,0.1899999999999995
1548,S9,2026-01-02 01:47:00,82.25,82.0,-0.25
1549,S5,2026-01-02 01:48:00,163.74,164.0,0.2599999999999909
1550,S3,2026-01-02 01:49:00,121.53,122.0,0.46999999999999886
1551,S1,2026-01-02 01:50:00,130.63,131.0,0.37000000000000455
1552,S10,2026-01-02 01:51:00,108.66,109.0,0.3400000000000034
1553,S6,2026-01-02 01:52:00,165.76,166.0,0.2400000000000091
1554,S2,2026-01-02 01:53:00,177.27,177.0,-0.27000000000001023
1555,S3,2026-01-02 01:54:00,171.45,172.0,0.5500000000000114
1556,S1,2026-01-02 01:55:00,164.31,164.0,-0.3100000000000023
1557,S9,2026-01-02 01:56:00,44.72,45.0,0.28000000000000114
1558,S8,2026-01-02 01:57:00,122.84,123.0,0.1599999999999966
1559,S2,2026-01-02 01:58:00,120.61,121.0,0.39000000000000057
1560,S8,2026-01-02 01:59:00,110.31,110.0,-0.3100000000000023
1561,S9,2026-01-02 02:00:00,101.35,101.0,-0.3499999999999943
1562,S1,2026-01-02 02:01:00,26.94,27.0,0.05999999999999872
1563,S5,2026-01-02 02:02:00,29.41,29.0,-0.41000000000000014
1564,S8,2026-01-02 02:03:00,181.43,181.0,-0.4300000000000068
1565,S2,2026-01-02 02:04:00,129.74,130.0,0.2599999999999909
1566,S4,2026-01-02 02:05:00,59.84,60.0,0.1599999999999966
1567,S7,2026-01-02 02:06:00,63.07,64.0,0.9299999999999997
1568,S3,2026-01-02 02:07:00,125.94,126.0,0.060000000000002274
1569,S5,2026-01-02 02:08:00,87.32,87.0,-0.3199999999999932
1570,S8,2026-01-02 02:09:00,93.85,94.0,0.15000000000000568
1571,S10,2026-01-02 02:10:00,21.52,22.0,0.4800000000000004
1572,S3,2026-01-02 02:11:00,36.36,37.0,0.6400000000000006
1573,S4,2026-01-02 02:12:00,84.74,85.0,0.2600000000000051
1574,S9,2026-01-02 02:13:00,142.94,143.0,0.060000000000002274
1575,S7,2026-01-02 02:14:00,19.12,20.0,0.879999999999999
1576,S1,2026-01-02 02:15:00,73.57,74.0,0.4300000000000068
1577,S4,2026-01-02 02:16:00,142.06,142.0,-0.060000000000002274
1578,S4,2026-01-02 02:17:00,160.49,160.0,-0.4900000000000091
1579,S9,2026-01-02 02:18:00,46.14,46.0,-0.14000000000000057
1580,S6,2026-01-02 02:19:00,148.98,149.0,0.020000000000010232
1581,S9,2026-01-02 02:20:00,191.53,192.0,0.46999999999999886
1582,S6,2026-01-02 02:21:00,182.29,182.0,-0.28999999999999204
1583,S6,2026-01-02 02:22:00,159.98,160.0,0.020000000000010232
1584,S5,2026-01-02 02:23:00,145.34,145.0,-0.3400000000000034
1585,S5,2026-01-02 02:24:00,54.68,55.0,0.3200000000000003
1586,S2,2026-01-02 02:25:00,130.44,130.0,-0.4399999999999977
1587,S8,2026-01-02 02:26:00,132.22,132.0,-0.21999999999999886
1588,S8,2026-01-02 02:27:00,87.3,87.0,-0.29999999999999716
1589,S1,2026-01-02 02:28:00,103.67,104.0,0.3299999999999983
1590,S8,2026-01-02 02:29:00,141.87,142.0,0.12999999999999545
1591,S5,2026-01-02 02:30:00,190.9,191.0,0.09999999999999432
1592,S2,2026-01-02 02:31:00,66.11,66.0,-0.10999999999999943
1593,S2,2026-01-02 02:32:00,56.81,57.0,0.18999999999999773
1594,S6,2026-01-02 02:33:00,124.34,124.0,-0.3400000000000034
1595,S9,2026-01-02 02:34:00,34.85,35.0,0.14999999999999858
1596,S1,2026-01-02 02:35:00,120.68,121.0,0.3199999999999932
1597,S6,2026-01-02 02:36:00,26.88,27.0,0.120000000000001
1598,S9,2026-01-02 02:37:00,103.21,103.0,-0.20999999999999375
1599,S8,2026-01-02 02:38:00,127.88,128.0,0.12000000000000455
1600,S6,2026-01-02 02:39:00,23.32,23.0,-0.3200000000000003
1601,S3,2026-01-02 02:40:00,49.32,50.0,0.6799999999999997
1602,S8,2026-01-02 02:41:00,73.72,74.0,0.28000000000000114
1603,S9,2026-01-02 02:42:00,80.03,80.0,-0.030000000000001137
1604,S1,2026-01-02 02:43:00,138.46,138.0,-0.46000000000000796
1605,S9,2026-01-02 02:44:00,110.51,111.0,0.4899999999999949
1606,S6,2026-01-02 02:45:00,82.6,83.0,0.4000000000000057
1607,S6,2026-01-02 02:46:00,95.63,96.0,0.37000000000000455
1608,S4,2026-01-02 02:47:00,12.47,12.0,-0.47000000000000064
1609,S1,2026-01-02 02:48:00,156.4,156.0,-0.4000000000000057
1610,S10,2026-01-02 02:49:00,17.79,18.0,0.21000000000000085
1611,S8,2026-01-02 02:50:00,167.57,168.0,0.4300000000000068
1612,S2,2026-01-02 02:51:00,112.79,113.0,0.20999999999999375
1613,S1,2026-01-02 02:52:00,110.29,110.0,-0.29000000000000625
1614,S2,2026-01-02 02:53:00,143.87,144.0,0.12999999999999545
1615,S1,2026-01-02 02:54:00,173.32,173.0,-0.3199999999999932
1616,S1,2026-01-02 02:55:00,189.1,189.0,-0.09999999999999432
1617,S9,2026-01-02 02:56:00,113.24,113.0,-0.23999999999999488
1618,S1,2026-01-02 02:57:00,38.63,39.0,0.36999999999999744
1619,S4,2026-01-02 02:58:00,176.94,177.0,0.060000000000002274
1620,S10,2026-01-02 02:59:00,17.73,18.0,0.2699999999999996
1621,S6,2026-01-02 03:00:00,163.39,163.0,-0.38999999999998636
1622,S7,2026-01-02 03:01:00,139.28,140.0,0.7199999999999989
1623,S2,2026-01-02 03:02:00,181.9,182.0,0.09999999999999432
1624,S6,2026-01-02 03:03:00,180.52,181.0,0.47999999999998977
1625,S7,2026-01-02 03:04:00,20.1,21.0,0.8999999999999986
1626,S10,2026-01-02 03:05:00,125.79,126.0,0.20999999999999375
1627,S10,2026-01-02 03:06:00,33.69,34.0,0.3100000000000023
1628,S2,2026-01-02 03:07:00,24.91,25.0,0.08999999999999986
1629,S2,2026-01-02 03:08:00,95.17,95.0,-0.1700000000000017
1630,S10,2026-01-02 03:09:00,28.54,29.0,0.46000000000000085
1631,S7,2026-01-02 03:10:00,148.3,149.0,0.6999999999999886
1632,S1,2026-01-02 03:11:00,194.1,194.0,-0.09999999999999432
1633,S8,2026-01-02 03:12:00,118.22,118.0,-0.21999999999999886
1634,S3,2026-01-02 03:13:00,54.68,55.0,0.3200000000000003
1635,S6,2026-01-02 03:14:00,170.21,170.0,-0.21000000000000796
1636,S9,2026-01-02 03:15:00,172.09,172.0,-0.09000000000000341
1637,S6,2026-01-02 03:16:00,149.23,149.0,-0.22999999999998977
1638,S9,2026-01-02 03:17:00,126.88,127.0,0.12000000000000455
1639,S7,2026-01-02 03:18:00,174.88,175.0,0.12000000000000455
1640,S9,2026-01-02 03:19:00,41.03,41.0,-0.030000000000001137
1641,S2,2026-01-02 03:20:00,187.0,187.0,0.0
1642,S8,2026-01-02 03:21:00,189.97,190.0,0.030000000000001137
1643,S8,2026-01-02 03:22:00,175.68,176.0,0.3199999999999932
1644,S2,2026-01-02 03:23:00,57.63,58.0,0.36999999999999744
1645,S4,2026-01-02 03:24:00,173.05,173.0,-0.05000000000001137
1646,S7,2026-01-02 03:25:00,104.55,105.0,0.45000000000000284
1647,S4,2026-01-02 03:26:00,123.04,123.0,-0.04000000000000625
1648,S4,2026-01-02 03:27:00,169.71,170.0,0.28999999999999204
1649,S6,2026-01-02 03:28:00,15.62,16.0,0.3800000000000008
1650,S10,2026-01-02 03:29:00,78.96,79.0,0.04000000000000625
1651,S6,2026-01-02 03:30:00,164.98,165.0,0.020000000000010232
1652,S10,2026-01-02 03:31:00,164.65,165.0,0.3499999999999943
1653,S3,2026-01-02 03:32:00,171.25,172.0,0.75
1654,S9,2026-01-02 03:33:00,42.15,42.0,-0.14999999999999858
1655,S10,2026-01-02 03:34:00,144.12,144.0,-0.12000000000000455
1656,S2,2026-01-02 03:35:00,37.84,38.0,0.1599999999999966
1657,S6,2026-01-02 03:36:00,159.17,159.0,-0.1699999999999875
1658,S7,2026-01-02 03:37:00,56.57,57.0,0.4299999999999997
1659,S9,2026-01-02 03:38:00,150.19,150.0,-0.18999999999999773
1660,S3,2026-01-02 03:39:00,96.45,97.0,0.5499999999999972
1661,S10,2026-01-02 03:40:00,197.39,197.0,-0.38999999999998636
1662,S3,2026-01-02 03:41:00,120.18,121.0,0.8199999999999932
1663,S7,2026-01-02 03:42:00,130.19,131.0,0.8100000000000023
1664,S4,2026-01-02 03:43:00,79.95,80.0,0.04999999999999716
1665,S8,2026-01-02 03:44:00,149.56,150.0,0.4399999999999977
1666,S7,2026-01-02 03:45:00,104.03,105.0,0.9699999999999989
1667,S5,2026-01-02 03:46:00,13.43,13.0,-0.4299999999999997
1668,S7,2026-01-02 03:47:00,125.63,126.0,0.37000000000000455
1669,S3,2026-01-02 03:48:00,167.79,168.0,0.21000000000000796
1670,S2,2026-01-02 03:49:00,54.99,55.0,0.00999999999999801
1671,S6,2026-01-02 03:50:00,52.0,52.0,0.0
1672,S2,2026-01-02 03:51:00,125.69,126.0,0.3100000000000023
1673,S3,2026-01-02 03:52:00,165.42,166.0,0.5800000000000125
1674,S6,2026-01-02 03:53:00,57.43,57.0,-0.4299999999999997
1675,S5,2026-01-02 03:54:00,187.13,187.0,-0.12999999999999545
1676,S8,2026-01-02 03:55:00,186.2,186.0,-0.19999999999998863
1677,S9,2026-01-02 03:56:00,48.1,48.0,-0.10000000000000142
1678,S3,2026-01-02 03:57:00,60.12,61.0,0.8800000000000026
1679,S10,2026-01-02 03:58:00,143.11,143.0,-0.11000000000001364
1680,S3,2026-01-02 03:59:00,190.83,191.0,0.1699999999999875
1681,S3,2026-01-02 04:00:00,144.88,145.0,0.12000000000000455
1682,S6,2026-01-02 04:01:00,94.53,95.0,0.46999999999999886
1683,S1,2026-01-02 04:02:00,42.11,42.0,-0.10999999999999943
1684,S7,2026-01-02 04:03:00,97.59,98.0,0.4099999999999966
1685,S1,2026-01-02 04:04:00,125.29,125.0,-0.29000000000000625
1686,S5,2026-01-02 04:05:00,72.88,73.0,0.12000000000000455
1687,S10,2026-01-02 04:06:00,106.95,107.0,0.04999999999999716
1688,S8,2026-01-02 04:07:00,34.74,35.0,0.259999999999998
1689,S4,2026-01-02 04:08:00,95.92,96.0,0.0799999999999983
1690,S5,2026-01-02 04:09:00,27.25,27.0,-0.25
1691,S4,2026-01-02 04:10:00,19.33,19.0,-0.3299999999999983
1692,S4,2026-01-02 04:11:00,172.88,173.0,0.12000000000000455
1693,S8,2026-01-02 04:12:00,48.97,49.0,0.030000000000001137
1694,S2,2026-01-02 04:13:00,119.28,119.0,-0.28000000000000114
1695,S1,2026-01-02 04:14:00,38.31,38.0,-0.3100000000000023
1696,S3,2026-01-02 04:15:00,59.88,60.0,0.11999999999999744
1697,S9,2026-01-02 04:16:00,78.65,79.0,0.3499999999999943
1698,S4,2026-01-02 04:17:00,37.3,37.0,-0.29999999999999716
1699,S10,2026-01-02 04:18:00,18.73,19.0,0.2699999999999996
1700,S5,2026-01-02 04:19:00,176.66,177.0,0.3400000000000034
1701,S2,2026-01-02 04:20:00,12.25,12.0,-0.25
1702,S4,2026-01-02 04:21:00,21.65,22.0,0.3500000000000014
1703,S2,2026-01-02 04:22:00,162.96,163.0,0.03999999999999204
1704,S2,2026-01-02 04:23:00,63.58,64.0,0.4200000000000017
1705,S4,2026-01-02 04:24:00,147.34,147.0,-0.3400000000000034
